,CODGEO\DEP,medecins,population,FCA,desert_medical
517,78029,1.0,12082.0,5.122979126334706e-05,False
518,78030,0.0,1970.0,4.7985825101419875e-05,False
519,78031,0.0,650.0,4.2512093257691746e-05,False
520,78033,0.0,1143.0,4.484226640501615e-05,False
521,78034,0.0,976.0,4.209570345091603e-05,False
522,78036,0.0,612.0,4.0496015578062054e-05,False
523,78043,0.0,3692.0,7.604628142483225e-05,False
524,78048,0.0,1460.0,4.0900548192145904e-05,False
525,78049,0.0,1682.0,4.8685314548514926e-05,False
526,78050,0.0,650.0,4.808478588036988e-05,False
527,78053,0.0,488.0,4.01605065707315e-05,False
528,78057,0.0,1882.0,3.879742185738342e-05,False
529,78062,0.0,7585.0,4.767645033721249e-05,False
530,78068,0.0,892.0,4.2507368405831095e-05,False
531,78070,0.0,287.0,4.1433498590368476e-05,False
532,78071,0.0,607.0,4.245222520691701e-05,False
533,78072,0.0,250.0,3.8461061467067117e-05,False
534,78073,2.0,15028.0,6.966856002108583e-05,False
535,78076,0.0,280.0,3.853366960781708e-05,False
536,78077,0.0,756.0,4.106888043385005e-05,False
537,78082,0.0,625.0,3.949810522369779e-05,False
538,78084,0.0,640.0,4.302481456454416e-05,False
539,78087,0.0,2095.0,4.755961030067688e-05,False
540,78089,0.0,4882.0,3.914657090967091e-05,False
541,78090,0.0,2204.0,5.196679565957693e-05,False
542,78092,0.0,8983.0,8.62657191040186e-05,False
543,78096,0.0,502.0,4.084838685987487e-05,False
544,78104,0.0,754.0,4.1418867048237e-05,False
545,78107,0.0,1901.0,3.947748815191714e-05,False
546,78108,0.0,1305.0,4.603892314890286e-05,False
547,78113,0.0,698.0,4.348360999588652e-05,False
548,78117,0.0,5972.0,7.556861207375505e-05,False
549,78118,0.0,3315.0,4.5592555819436056e-05,False
550,78120,0.0,1915.0,4.4913745746733336e-05,False
551,78123,0.0,17417.0,6.389940107356782e-05,False
552,78124,0.0,15115.0,8.10138495262114e-05,False
553,78125,0.0,831.0,4.561301844757786e-05,False
554,78126,1.0,20496.0,9.26448002267314e-05,False
555,78128,0.0,1546.0,4.769921078543702e-05,False
556,78133,0.0,5646.0,6.776578310787156e-05,False
557,78138,0.0,10730.0,5.780118961412689e-05,False
558,78140,0.0,1336.0,5.424145208872004e-05,False
559,78143,0.0,1467.0,6.141414468062153e-05,False
560,78146,2.0,29709.0,8.704124917337616e-05,False
561,78147,0.0,478.0,4.10014297956536e-05,False
562,78152,0.0,1743.0,5.948725841970378e-05,False
563,78158,32.0,31057.0,0.00012944233395590434,False
564,78160,0.0,5572.0,5.15499894003618e-05,False
565,78162,0.0,540.0,4.893535855852909e-05,False
566,78163,0.0,344.0,3.741223822604614e-05,False
567,78164,0.0,829.0,4.6241136305773566e-05,False
568,78165,1.0,17378.0,6.240627696574847e-05,False
569,78168,0.0,4375.0,5.379074976029553e-05,False
570,78171,0.0,1255.0,4.063755054566292e-05,False
571,78172,2.0,35957.0,6.46909747748994e-05,False
572,78185,0.0,366.0,3.7718442430576496e-05,False
573,78188,0.0,410.0,3.997506096163647e-05,False
574,78189,0.0,1700.0,5.228515898239964e-05,False
575,78190,0.0,10324.0,8.347865069504697e-05,False
576,78192,0.0,1381.0,3.9841048540855404e-05,False
577,78193,0.0,1012.0,4.8740528152969416e-05,False
578,78194,0.0,217.0,4.2100750574838576e-05,False
579,78196,0.0,286.0,5.5931066848314214e-05,False
580,78202,0.0,561.0,3.979200403984383e-05,False
581,78206,0.0,4124.0,5.3209795582544056e-05,False
582,78208,1.0,25857.0,5.80216254739993e-05,False
583,78209,0.0,890.0,4.417112414406549e-05,False
584,78217,0.0,6625.0,4.7221476875105926e-05,False
585,78220,0.0,6737.0,4.969976583571921e-05,False
586,78224,0.0,4430.0,7.186722008804797e-05,False
587,78227,18.0,782.0,0.00011150287472195275,False
588,78230,0.0,617.0,4.341194181228499e-05,False
589,78231,0.0,154.0,4.1332730816867306e-05,False
590,78233,0.0,3001.0,5.7997000974637526e-05,False
591,78234,0.0,186.0,3.8935021379366016e-05,False
592,78236,0.0,579.0,3.9348252469928125e-05,False
593,78237,0.0,155.0,3.961319491156063e-05,False
594,78238,0.0,2439.0,5.096112503337495e-05,False
595,78239,0.0,2167.0,4.248787730366162e-05,False
596,78242,0.0,13518.0,6.774980109395451e-05,False
597,78245,0.0,401.0,4.063615767887495e-05,False
598,78246,0.0,950.0,4.2687630199305365e-05,False
599,78255,0.0,4262.0,4.0002860196665e-05,False
600,78261,0.0,670.0,5.3707984623771526e-05,False
601,78262,0.0,1246.0,4.409332327900011e-05,False
602,78263,0.0,2469.0,4.173074538132386e-05,False
603,78264,0.0,60.0,4.3485611513201704e-05,False
604,78265,0.0,2447.0,4.112911703681609e-05,False
605,78267,0.0,7878.0,4.633508008883784e-05,False
606,78269,0.0,1295.0,4.756047443697856e-05,False
607,78276,0.0,656.0,3.861121015600143e-05,False
608,78278,0.0,530.0,3.912617276249571e-05,False
609,78281,0.0,628.0,4.123169502871667e-05,False
610,78283,0.0,293.0,4.0182493551821126e-05,False
611,78285,0.0,542.0,3.911967880541863e-05,False
612,78289,0.0,892.0,4.3751163253205064e-05,False
613,78290,0.0,1075.0,4.421044652949472e-05,False
614,78291,0.0,2157.0,4.165157466757361e-05,False
615,78296,0.0,626.0,4.4811287298239705e-05,False
616,78297,1.0,29269.0,6.563658424743558e-05,False
617,78299,0.0,2488.0,5.425532074113518e-05,False
618,78300,0.0,444.0,3.9238101617843364e-05,False
619,78302,0.0,164.0,4.0178844009137753e-05,False
620,78305,0.0,242.0,4.896524962852834e-05,False
621,78307,0.0,942.0,4.2977217801265865e-05,False
622,78310,0.0,3690.0,4.1357465464809854e-05,False
623,78311,4.0,33250.0,8.849253919319205e-05,False
624,78314,0.0,3913.0,4.5837298499695016e-05,False
625,78317,0.0,787.0,4.5869858964800584e-05,False
626,78320,0.0,704.0,4.035299631021188e-05,False
627,78321,3.0,5803.0,5.960776204321076e-05,False
628,78322,0.0,7983.0,7.559709023231067e-05,False
629,78324,0.0,559.0,4.174505861657571e-05,False
630,78325,0.0,607.0,4.2004055946845335e-05,False
631,78327,0.0,3912.0,4.733734500113745e-05,False
632,78329,0.0,786.0,4.405422861768754e-05,False
633,78334,0.0,1604.0,5.125537443571759e-05,False
634,78335,0.0,17112.0,4.761113541928946e-05,False
635,78337,0.0,1972.0,4.0074037830999505e-05,False
636,78343,0.0,1661.0,7.317864316650991e-05,False
637,78344,0.0,652.0,3.9059814346857654e-05,False
638,78346,2.0,1529.0,5.0513397578119185e-05,False
639,78349,0.0,505.0,4.458771993726865e-05,False
640,78350,0.0,7342.0,8.202132336914718e-05,False
641,78354,0.0,6138.0,4.465864184994975e-05,False
642,78356,0.0,9417.0,5.87681597648666e-05,False
643,78358,3.0,23204.0,8.019198869778661e-05,False
644,78361,4.0,43945.0,6.046542400747115e-05,False
645,78362,3.0,20844.0,5.902403275409717e-05,False
646,78364,0.0,768.0,4.2437322040916524e-05,False
647,78366,0.0,397.0,4.694814862815132e-05,False
648,78367,0.0,3669.0,7.451865013792241e-05,False
649,78368,0.0,1705.0,4.6427274423219894e-05,False
650,78372,2.0,16352.0,8.11647348980377e-05,False
651,78380,0.0,5949.0,4.587835097066646e-05,False
652,78381,0.0,1033.0,4.120959231812442e-05,False
653,78382,0.0,4384.0,5.969508141194812e-05,False
654,78383,0.0,18046.0,5.547946244582118e-05,False
655,78384,0.0,1332.0,5.717662738178788e-05,False
656,78385,0.0,214.0,3.994991339109351e-05,False
657,78389,0.0,1658.0,4.41318131030893e-05,False
658,78391,0.0,380.0,3.942523973821625e-05,False
659,78396,0.0,6304.0,7.363193919566169e-05,False
660,78397,0.0,6831.0,5.4384246989252204e-05,False
661,78398,0.0,876.0,4.701985857716109e-05,False
662,78401,0.0,9080.0,5.54404724493379e-05,False
663,78402,1.0,3776.0,4.942973671329191e-05,False
664,78403,0.0,2292.0,5.233146529411478e-05,False
665,78404,0.0,280.0,4.186501510755862e-05,False
666,78406,0.0,283.0,5.383114998975864e-05,False
667,78407,0.0,632.0,4.167745036156881e-05,False
668,78410,0.0,959.0,4.217264954277257e-05,False
669,78413,0.0,407.0,4.2122676135366494e-05,False
670,78415,0.0,502.0,4.6063851083022114e-05,False
671,78416,0.0,318.0,4.4829891403471606e-05,False
672,78417,0.0,306.0,3.767118030602268e-05,False
673,78418,2.0,14811.0,8.269899825453632e-05,False
674,78420,0.0,2903.0,4.4390408895949645e-05,False
675,78423,1.0,31854.0,6.609937779813981e-05,False
676,78431,0.0,3069.0,5.509449456669845e-05,False
677,78437,0.0,677.0,4.018243819786566e-05,False
678,78439,0.0,108.0,3.746614764748703e-05,False
679,78440,0.0,33543.0,5.405122654179407e-05,False
680,78442,0.0,3384.0,5.44323347290142e-05,False
681,78443,0.0,910.0,4.9130596317875225e-05,False
682,78444,0.0,839.0,3.9902729281445324e-05,False
683,78451,0.0,1054.0,4.3866243308677564e-05,False
684,78455,0.0,7692.0,6.995533828104181e-05,False
685,78460,0.0,1078.0,4.7473838203759715e-05,False
686,78464,0.0,1007.0,4.5123393903658086e-05,False
687,78465,0.0,2467.0,3.894640782794858e-05,False
688,78466,0.0,6849.0,5.762979090258285e-05,False
689,78470,0.0,882.0,4.515658954449122e-05,False
690,78472,0.0,328.0,4.302080473028273e-05,False
691,78474,0.0,938.0,3.680838455948603e-05,False
692,78475,0.0,400.0,3.878753602195978e-05,False
693,78478,0.0,224.0,4.186665553817785e-05,False
694,78481,1.0,15792.0,8.18363660784774e-05,False
695,78484,0.0,652.0,4.009854370426912e-05,False
696,78486,0.0,6571.0,4.905019633926791e-05,False
697,78490,0.0,30897.0,5.6149185479777825e-05,False
698,78497,0.0,909.0,4.520005921759163e-05,False
699,78498,5.0,39731.0,7.180864112850788e-05,False
700,78499,0.0,685.0,4.457004371140605e-05,False
701,78501,0.0,3155.0,4.700558740343042e-05,False
702,78502,6.0,5454.0,8.64841021346918e-05,False
703,78505,0.0,412.0,3.894165755297163e-05,False
704,78506,0.0,861.0,4.461547089515281e-05,False
705,78513,0.0,2346.0,4.272929846374912e-05,False
706,78516,0.0,991.0,4.284409272364469e-05,False
707,78517,4.0,27043.0,6.491027873585565e-05,False
708,78518,0.0,112.0,6.744867837618815e-05,False
709,78520,0.0,1565.0,3.945806524587517e-05,False
710,78522,0.0,894.0,4.374588272747393e-05,False
711,78528,0.0,367.0,4.093827145738854e-05,False
712,78530,0.0,377.0,3.772093987115216e-05,False
713,78531,0.0,6906.0,4.200087815251606e-05,False
714,78536,0.0,348.0,4.265696773618984e-05,False
715,78537,0.0,5791.0,4.552878098326438e-05,False
716,78545,1.0,20611.0,7.25164384016309e-05,False
717,78548,0.0,450.0,4.951811622351342e-05,False
718,78550,0.0,1847.0,5.1309209291527786e-05,False
719,78551,7.0,44410.0,8.5166220547713e-05,False
720,78557,0.0,966.0,4.588679967878039e-05,False
721,78558,0.0,378.0,4.016850609705743e-05,False
722,78559,0.0,425.0,4.035235344686257e-05,False
723,78561,0.0,444.0,5.607281460921742e-05,False
724,78562,0.0,1402.0,4.40028852015688e-05,False
725,78564,0.0,680.0,4.3769282676994714e-05,False
726,78565,0.0,303.0,3.8586872069572594e-05,False
727,78567,0.0,929.0,4.237511528815685e-05,False
728,78569,0.0,912.0,4.4639443407847505e-05,False
729,78571,0.0,4892.0,6.385459048606552e-05,False
730,78575,0.0,7750.0,5.430988360890862e-05,False
731,78576,0.0,1647.0,4.888031874233405e-05,False
732,78586,3.0,51746.0,8.202501845960566e-05,False
733,78588,0.0,961.0,4.4615103767962626e-05,False
734,78590,0.0,503.0,4.810931213628499e-05,False
735,78591,0.0,2310.0,3.7529204796617964e-05,False
736,78597,0.0,698.0,4.165536564103451e-05,False
737,78601,0.0,1580.0,4.5223947372520294e-05,False
738,78605,0.0,1092.0,3.8318296814123364e-05,False
739,78606,0.0,36.0,4.055922921939962e-05,False
740,78608,0.0,121.0,4.2042002007347124e-05,False
741,78609,0.0,1024.0,5.818642078868747e-05,False
742,78615,0.0,1198.0,5.178116627434219e-05,False
743,78616,0.0,1428.0,3.999801649306163e-05,False
744,78618,0.0,509.0,3.874194638612641e-05,False
745,78620,0.0,1164.0,6.366155807741177e-05,False
746,78621,5.0,33419.0,7.328305150042783e-05,False
747,78623,0.0,956.0,4.877694459681337e-05,False
748,78624,1.0,12360.0,6.184381479659262e-05,False
749,78638,0.0,5020.0,7.431503126446588e-05,False
750,78640,1.0,22836.0,8.17143511520405e-05,False
751,78642,0.0,15959.0,5.373059485435999e-05,False
752,78643,0.0,10266.0,5.380164389634162e-05,False
753,78644,0.0,6222.0,5.6833492657828035e-05,False
754,78646,14.0,83583.0,0.0001035840389196519,False
755,78647,0.0,851.0,3.9696053843899656e-05,False
756,78650,1.0,15619.0,8.35405980737336e-05,False
757,78653,0.0,366.0,4.4398676567379856e-05,False
758,78655,0.0,622.0,4.846050191764783e-05,False
759,78668,0.0,658.0,3.986984181480705e-05,False
760,78672,0.0,5476.0,5.866038710205998e-05,False
761,78674,1.0,11044.0,6.49352661115153e-05,False
762,78677,0.0,526.0,3.865981692960565e-05,False
763,78681,0.0,840.0,3.904532253864529e-05,False
764,78683,1.0,2895.0,5.312029406937938e-05,False
765,78686,0.0,16744.0,8.66971190488546e-05,False
766,78688,0.0,10722.0,6.192288170942278e-05,False
767,91001,0.0,328.0,3.8832268509506774e-05,False
768,91016,0.0,4374.0,4.124065593045061e-05,False
769,91017,0.0,1725.0,4.711309188815982e-05,False
770,91021,4.0,11165.0,6.078687296127217e-05,False
771,91022,0.0,126.0,3.850603735269476e-05,False
772,91027,3.0,35641.0,7.699514560175426e-05,False
773,91035,0.0,373.0,4.027513596321174e-05,False
774,91037,0.0,325.0,5.02357082969532e-05,False
775,91038,0.0,1272.0,4.562207819207229e-05,False
776,91041,0.0,1017.0,4.945475437557819e-05,False
777,91044,0.0,4666.0,7.138603585798792e-05,False
778,91045,0.0,7706.0,4.663558110995634e-05,False
779,91047,0.0,1363.0,4.274890107156507e-05,False
780,91064,1.0,4796.0,8.407318674438965e-05,False
781,91067,0.0,115.0,3.9860828369226106e-05,False
782,91069,0.0,390.0,3.883191826017676e-05,False
783,91075,0.0,81.0,4.038333176170969e-05,False
784,91079,0.0,500.0,4.204780181072049e-05,False
785,91080,0.0,1367.0,4.30476421068524e-05,False
786,91081,0.0,692.0,4.3245125270470216e-05,False
787,91085,0.0,3806.0,4.778304391614935e-05,False
788,91086,0.0,10326.0,5.837020471402597e-05,False
789,91093,0.0,647.0,5.1038083526361115e-05,False
790,91095,0.0,2095.0,4.6018464990943074e-05,False
791,91097,0.0,7980.0,7.318384492812709e-05,False
792,91098,0.0,430.0,4.19813860944382e-05,False
793,91099,0.0,2952.0,4.131891691175589e-05,False
794,91100,0.0,650.0,4.1581496922771344e-05,False
795,91103,1.0,27006.0,6.0575541231719526e-05,False
796,91105,0.0,8759.0,4.57706470651273e-05,False
797,91106,0.0,1280.0,4.5921241008078853e-05,False
798,91109,0.0,1282.0,4.648903384968716e-05,False
799,91111,1.0,3394.0,5.164666309174523e-05,False
800,91112,0.0,125.0,3.9743783377448755e-05,False
801,91114,2.0,25344.0,7.302922496979612e-05,False
802,91115,0.0,3594.0,5.039055341145704e-05,False
803,91121,0.0,464.0,3.792631391729831e-05,False
804,91122,0.0,9240.0,6.273005945640763e-05,False
805,91129,0.0,3346.0,4.2025025694255444e-05,False
806,91130,0.0,1020.0,4.235762354274749e-05,False
807,91131,0.0,390.0,3.885677123813315e-05,False
808,91132,0.0,1134.0,4.637821065787687e-05,False
809,91135,0.0,2880.0,4.64946677240857e-05,False
810,91136,0.0,2771.0,8.515914710420902e-05,False
811,91137,0.0,367.0,3.817555562738996e-05,False
812,91145,0.0,72.0,4.131576811822725e-05,False
813,91148,0.0,140.0,4.487992638433371e-05,False
814,91156,0.0,2227.0,4.9722822269653106e-05,False
815,91159,0.0,1569.0,4.757214430798876e-05,False
816,91161,1.0,19943.0,8.027322751586287e-05,False
817,91174,4.0,52340.0,6.762995013604094e-05,False
818,91175,0.0,1712.0,4.403597377841847e-05,False
819,91179,0.0,4828.0,5.5530527323472166e-05,False
820,91180,0.0,332.0,4.385766558986731e-05,False
821,91184,0.0,277.0,4.009541491533184e-05,False
822,91186,0.0,583.0,4.9560247652022634e-05,False
823,91191,2.0,9458.0,7.712219613952115e-05,False
824,91195,0.0,833.0,4.309509601474593e-05,False
825,91198,0.0,1509.0,4.086457917279823e-05,False
826,91200,2.0,10733.0,5.235627242524588e-05,False
827,91201,0.0,28595.0,6.804859439567245e-05,False
828,91204,0.0,768.0,5.33872028231662e-05,False
829,91207,0.0,6539.0,5.169120795144808e-05,False
830,91215,0.0,12197.0,7.255451097274994e-05,False
831,91216,1.0,11102.0,7.050881937775293e-05,False
832,91223,5.0,26251.0,6.567890775597658e-05,False
833,91225,0.0,3114.0,6.505551372289847e-05,False
834,91226,0.0,6806.0,4.590788847572778e-05,False
835,91228,7.0,66106.0,7.501507063427909e-05,False
836,91232,0.0,3656.0,4.151070559779585e-05,False
837,91235,0.0,13708.0,6.222891275837356e-05,False
838,91240,0.0,179.0,3.787220460419801e-05,False
839,91243,0.0,2281.0,5.3407134931583964e-05,False
840,91244,0.0,1565.0,4.89933577205828e-05,False
841,91247,0.0,510.0,4.283429075122907e-05,False
842,91248,0.0,163.0,4.093969302999244e-05,False
843,91249,0.0,3973.0,4.989308397933984e-05,False
844,91272,0.0,21439.0,6.118528574749446e-05,False
845,91273,0.0,763.0,3.7703368066335936e-05,False
846,91274,0.0,1511.0,5.427868422278601e-05,False
847,91275,0.0,2618.0,5.724659491499117e-05,False
848,91284,0.0,1184.0,4.43842437331079e-05,False
849,91286,1.0,27571.0,6.766915423402581e-05,False
850,91292,0.0,871.0,5.0064811064906345e-05,False
851,91293,0.0,893.0,4.2004962254503224e-05,False
852,91294,0.0,813.0,4.1498550595114594e-05,False
853,91312,0.0,10157.0,8.417395809021924e-05,False
854,91315,0.0,6638.0,4.535394429849076e-05,False
855,91318,0.0,1964.0,4.5206151883272805e-05,False
856,91319,0.0,638.0,5.484656342549166e-05,False
857,91326,2.0,17656.0,7.48920295477557e-05,False
858,91330,0.0,5462.0,4.603670956697719e-05,False
859,91332,0.0,1557.0,4.992670959720924e-05,False
860,91333,0.0,4350.0,5.821157583702551e-05,False
861,91338,0.0,6460.0,5.0566994045390045e-05,False
862,91339,0.0,6864.0,5.92226798614259e-05,False
863,91340,0.0,7302.0,5.8284061045864123e-05,False
864,91345,3.0,21105.0,7.869593453618503e-05,False
865,91347,0.0,6378.0,6.215912538593145e-05,False
866,91359,0.0,2809.0,3.904475706750537e-05,False
867,91363,0.0,8262.0,5.90572655170005e-05,False
868,91374,0.0,239.0,4.096572868396035e-05,False
869,91376,0.0,5607.0,4.902328754889103e-05,False
870,91377,51.0,50506.0,0.00015548799641119105,False
871,91378,0.0,331.0,4.694720209927815e-05,False
872,91386,0.0,15669.0,5.0501568947143565e-05,False
873,91390,0.0,3307.0,4.121962452873135e-05,False
874,91393,0.0,630.0,3.961986421225982e-05,False
875,91399,0.0,214.0,3.9268842199361016e-05,False
876,91405,2.0,4620.0,5.160345308513975e-05,False
877,91408,0.0,1252.0,4.473025471500293e-05,False
878,91411,0.0,1856.0,5.2154977261867285e-05,False
879,91412,0.0,733.0,4.396318982473206e-05,False
880,91414,0.0,378.0,4.174114881480593e-05,False
881,91421,1.0,23943.0,7.546820246930249e-05,False
882,91425,0.0,8561.0,5.979910139030306e-05,False
883,91432,0.0,13131.0,7.6356337648222e-05,False
884,91433,0.0,4376.0,4.8611666624264435e-05,False
885,91434,1.0,20149.0,6.755881364160272e-05,False
886,91435,0.0,561.0,5.6516960203698e-05,False
887,91441,0.0,517.0,4.809247424059832e-05,False
888,91457,0.0,4316.0,5.815606398499651e-05,False
889,91458,0.0,4490.0,6.091427116912184e-05,False
890,91461,0.0,4803.0,5.2558209540035904e-05,False
891,91463,0.0,1040.0,4.32068760791321e-05,False
892,91468,0.0,2200.0,5.386889036841021e-05,False
893,91469,0.0,909.0,4.647605171933851e-05,False
894,91471,2.0,15554.0,6.996489510519096e-05,False
895,91473,0.0,155.0,4.151397097494322e-05,False
896,91477,6.0,34750.0,9.653735245898782e-05,False
897,91479,0.0,7823.0,7.562155550592643e-05,False
898,91482,0.0,547.0,4.946036936021978e-05,False
899,91494,0.0,4114.0,5.5971028695343075e-05,False
900,91495,0.0,331.0,3.945208560313045e-05,False
901,91507,0.0,287.0,3.7447120241221936e-05,False
902,91508,0.0,259.0,4.095075710444607e-05,False
903,91511,0.0,2120.0,3.9279434078646455e-05,False
904,91514,20.0,9463.0,0.00011144788195345328,False
905,91519,0.0,391.0,4.207084950700479e-05,False
906,91521,1.0,29643.0,6.802042253058474e-05,False
907,91525,0.0,1313.0,4.445537140016012e-05,False
908,91526,0.0,106.0,3.940505721626299e-05,False
909,91533,0.0,1854.0,4.119065796391954e-05,False
910,91534,0.0,4261.0,6.666444035090625e-05,False
911,91538,0.0,691.0,6.387370899005604e-05,False
912,91540,0.0,5264.0,4.595178872182042e-05,False
913,91544,0.0,506.0,3.808562148143262e-05,False
914,91546,0.0,941.0,4.431064452740096e-05,False
915,91547,0.0,478.0,4.02474873790821e-05,False
916,91549,0.0,35879.0,6.289679297497845e-05,False
917,91552,0.0,11068.0,5.686375459183429e-05,False
918,91553,0.0,7474.0,6.627002704614264e-05,False
919,91556,0.0,408.0,4.2733975125895347e-05,False
920,91560,0.0,482.0,6.174141367394313e-05,False
921,91568,0.0,1540.0,4.762027546175263e-05,False
922,91570,3.0,21298.0,6.548972597777384e-05,False
923,91573,0.0,11514.0,6.252944299631248e-05,False
924,91577,0.0,5835.0,6.053451029930552e-05,False
925,91578,0.0,268.0,4.508604042470187e-05,False
926,91579,0.0,3029.0,4.691565616380799e-05,False
927,91581,0.0,907.0,4.5801626501643855e-05,False
928,91587,0.0,6593.0,7.070804140604182e-05,False
929,91589,2.0,37190.0,7.304592834523755e-05,False
930,91593,0.0,1605.0,4.5102390825076684e-05,False
931,91599,0.0,1245.0,4.524892360349874e-05,False
932,91600,1.0,7218.0,6.586823358244936e-05,False
933,91602,0.0,445.0,4.472147141373109e-05,False
934,91613,0.0,215.0,3.886792763401645e-05,False
935,91617,0.0,4380.0,6.945813198075662e-05,False
936,91619,0.0,273.0,4.787905486049132e-05,False
937,91629,0.0,620.0,3.895333312975862e-05,False
938,91630,0.0,1498.0,4.3070109107643255e-05,False
939,91631,0.0,2302.0,7.5467133920449e-05,False
940,91634,0.0,1389.0,4.942155294067431e-05,False
941,91635,0.0,2054.0,7.954793694999383e-05,False
942,91639,0.0,962.0,4.020145979738606e-05,False
943,91645,1.0,14602.0,0.00010774196909194795,False
944,91648,0.0,2260.0,5.236784093580659e-05,False
945,91649,0.0,2782.0,4.907466620762682e-05,False
946,91654,0.0,590.0,4.3307634076949946e-05,False
947,91657,1.0,31495.0,7.064739026196789e-05,False
948,91659,0.0,5469.0,5.7248355936458995e-05,False
949,91661,0.0,10406.0,7.493848705725052e-05,False
950,91662,0.0,747.0,4.428256796906764e-05,False
951,91665,0.0,8021.0,6.468007484645241e-05,False
952,91666,0.0,2446.0,6.708154469526044e-05,False
953,91667,0.0,7014.0,6.658123766754944e-05,False
954,91671,0.0,598.0,4.440467723896289e-05,False
955,91679,0.0,1155.0,6.371890994380634e-05,False
956,91685,1.0,4592.0,6.5926050757597e-05,False
957,91687,1.0,31098.0,6.894685983194983e-05,False
958,91689,0.0,7063.0,8.505839095682584e-05,False
959,91691,3.0,29097.0,7.591737789332381e-05,False
960,91692,1.0,25165.0,6.439316278415327e-05,False
961,92002,20.0,62906.0,0.00011620001940582384,False
962,92004,3.0,88004.0,9.874618157932463e-05,False
963,92007,2.0,41967.0,9.381643009299931e-05,False
964,92009,0.0,29555.0,9.663900922460644e-05,False
965,92012,12.0,120911.0,0.00010726833333692373,False
966,92014,2.0,20974.0,9.303435825094877e-05,False
967,92019,0.0,34383.0,9.353088728244216e-05,False
968,92020,3.0,36392.0,9.480489548958653e-05,False
969,92022,2.0,20524.0,8.866360799677362e-05,False
970,92023,5.0,53179.0,9.506271439366474e-05,False
971,92024,2.0,62933.0,0.00010313261413493316,False
972,92025,3.0,86775.0,9.765629088216043e-05,False
973,92026,6.0,82074.0,0.00011552349314818849,False
974,92032,1.0,25174.0,9.34586014094185e-05,False
975,92033,0.0,17557.0,9.043656731231645e-05,False
976,92035,4.0,29624.0,0.00010891883095818852,False
977,92036,2.0,49880.0,9.31738966289755e-05,False
978,92040,5.0,67937.0,0.00010045403412098628,False
979,92044,4.0,67258.0,0.00011822843726427056,False
980,92046,1.0,31230.0,9.570529624697763e-05,False
981,92047,0.0,1756.0,8.680354451106267e-05,False
982,92048,6.0,45825.0,9.696146346215449e-05,False
983,92049,3.0,47907.0,0.00010005425439251075,False
984,92050,6.0,95782.0,0.00010057248888049403,False
985,92051,71.0,59388.0,0.00016601269719931266,False
986,92060,1.0,29562.0,9.009730235903851e-05,False
987,92062,2.0,44009.0,0.00011049976205690522,False
988,92063,6.0,78265.0,9.780835372603435e-05,False
989,92064,9.0,29560.0,0.00010402128634307509,False
990,92071,3.0,20359.0,9.330018883828083e-05,False
991,92072,1.0,23108.0,9.32247674867254e-05,False
992,92073,3.0,49482.0,0.00010356173846697397,False
993,92075,2.0,27871.0,9.668247211141086e-05,False
994,92076,0.0,8627.0,9.001564960071339e-05,False
995,92077,1.0,10883.0,8.995051350357572e-05,False
996,92078,1.0,24592.0,8.790979273648652e-05,False
997,93001,12.0,89401.0,0.00010703010663442199,False
998,93005,9.0,86485.0,8.294958415229452e-05,False
999,93006,2.0,38470.0,8.688382745875313e-05,False
1000,93007,5.0,57989.0,8.210895752578782e-05,False
1001,93008,0.0,54906.0,8.009852566403826e-05,False
1002,93010,4.0,53342.0,7.96537573135468e-05,False
1003,93013,1.0,15660.0,8.655541130259429e-05,False
1004,93014,0.0,29568.0,6.890267022048733e-05,False
1005,93015,0.0,4975.0,6.479268132798265e-05,False
1006,93027,1.0,46828.0,0.00010109306622297585,False
1007,93029,3.0,71276.0,8.269672312727665e-05,False
1008,93030,0.0,11200.0,8.195509406734923e-05,False
1009,93031,0.0,54419.0,8.309889079967882e-05,False
1010,93032,0.0,39588.0,7.10119270446672e-05,False
1011,93033,0.0,6814.0,6.971383840186485e-05,False
1012,93039,0.0,8646.0,8.940346811203657e-05,False
1013,93045,3.0,23276.0,8.544927856891392e-05,False
1014,93046,3.0,45618.0,7.300176942862944e-05,False
1015,93047,3.0,28006.0,6.929268261213916e-05,False
1016,93048,7.0,111367.0,8.934343331502555e-05,False
1017,93049,1.0,20934.0,7.91020986555018e-05,False
1018,93050,0.0,36535.0,7.558924424799094e-05,False
1019,93051,5.0,68930.0,7.733485419477541e-05,False
1020,93053,2.0,45043.0,8.147110932704958e-05,False
1021,93055,2.0,60419.0,9.653077757178224e-05,False
1022,93057,0.0,23904.0,7.305902367866135e-05,False
1023,93059,1.0,31344.0,8.41199334248486e-05,False
1024,93061,0.0,17290.0,9.379074340051334e-05,False
1025,93062,1.0,14753.0,7.241971771591162e-05,False
1026,93063,0.0,31469.0,8.150312352313663e-05,False
1027,93064,2.0,45442.0,7.953143042583771e-05,False
1028,93066,52.0,113116.0,0.0001309244777689947,False
1029,93070,2.0,51547.0,0.00010548236834504819,False
1030,93071,2.0,51778.0,7.311976990103507e-05,False
1031,93072,2.0,39193.0,8.918887887837173e-05,False
1032,93073,3.0,36477.0,6.752327143481508e-05,False
1033,93074,0.0,7194.0,6.50804817724756e-05,False
1034,93077,3.0,30583.0,7.550326909928864e-05,False
1035,93078,0.0,38204.0,6.600742581043758e-05,False
